phi(digree),phi(radians),u,M
54.16208104,0.945306644,-0.005597495,150.4565984
54.20710355,0.946092435,-0.005620681,151.1907497
54.25212606,0.946878226,-0.005643855,151.9245534
54.29714857,0.947664017,-0.005667017,152.6580077
54.34217109,0.948449808,-0.005690167,153.391111
54.3871936,0.949235599,-0.005713305,154.1238618
54.43221611,0.95002139,-0.00573643,154.8562582
54.47723862,0.950807181,-0.005759544,155.5882988
54.52226113,0.951592972,-0.005782645,156.3199818
54.56728364,0.952378763,-0.005805734,157.0513056
54.61230615,0.953164554,-0.005828811,157.7822686
54.65732866,0.953950346,-0.005851876,158.5128691
54.70235118,0.954736137,-0.005874928,159.2431055
54.74737369,0.955521928,-0.005897967,159.9729762
54.7923962,0.956307719,-0.005920994,160.7024794
54.83741871,0.95709351,-0.005944008,161.4316136
54.88244122,0.957879301,-0.00596701,162.1603771
54.92746373,0.958665092,-0.005989999,162.8887682
54.97248624,0.959450883,-0.006012975,163.6167854
55.01750875,0.960236674,-0.006035938,164.344427
55.06253127,0.961022465,-0.006058889,165.0716913
55.10755378,0.961808256,-0.006081826,165.7985767
55.15257629,0.962594047,-0.006104751,166.5250816
55.1975988,0.963379838,-0.006127662,167.2512042
55.24262131,0.964165629,-0.00615056,167.9769431
55.28764382,0.96495142,-0.006173445,168.7022964
55.33266633,0.965737211,-0.006196317,169.4272627
55.37768884,0.966523002,-0.006219176,170.1518402
55.42271136,0.967308794,-0.006242021,170.8760273
55.46773387,0.968094585,-0.006264853,171.5998223
55.51275638,0.968880376,-0.006287671,172.3232237
55.55777889,0.969666167,-0.006310476,173.0462297
55.6028014,0.970451958,-0.006333267,173.7688387
55.64782391,0.971237749,-0.006356045,174.4910492
55.69284642,0.97202354,-0.006378809,175.2128593
55.73786893,0.972809331,-0.006401559,175.9342676
55.78289145,0.973595122,-0.006424296,176.6552724
55.82791396,0.974380913,-0.006447018,177.3758719
55.87293647,0.975166704,-0.006469727,178.0960646
55.91795898,0.975952495,-0.006492422,178.8158489
55.96298149,0.976738286,-0.006515103,179.535223
56.008004,0.977524077,-0.006537769,180.2541854
56.05302651,0.978309868,-0.006560422,180.9727343
56.09804902,0.979095659,-0.00658306,181.6908683
56.14307154,0.97988145,-0.006605684,182.4085855
56.18809405,0.980667242,-0.006628294,183.1258844
56.23311656,0.981453033,-0.00665089,183.8427634
56.27813907,0.982238824,-0.006673471,184.5592207
56.32316158,0.983024615,-0.006696038,185.2752548
56.36818409,0.983810406,-0.00671859,185.990864
56.4132066,0.984596197,-0.006741127,186.7060466
56.45822911,0.985381988,-0.00676365,187.4208011
56.50325163,0.986167779,-0.006786158,188.1351257
56.54827414,0.98695357,-0.006808652,188.8490188
56.59329665,0.987739361,-0.006831131,189.5624789
56.63831916,0.988525152,-0.006853595,190.2755042
56.68334167,0.989310943,-0.006876044,190.988093
56.72836418,0.990096734,-0.006898478,191.7002439
56.77338669,0.990882525,-0.006920897,192.4119551
56.8184092,0.991668316,-0.006943301,193.1232249
56.86343172,0.992454107,-0.00696569,193.8340518
56.90845423,0.993239898,-0.006988063,194.544434
56.95347674,0.99402569,-0.007010422,195.25437
56.99849925,0.994811481,-0.007032765,195.9638581
57.04352176,0.995597272,-0.007055093,196.6728967
57.08854427,0.996383063,-0.007077405,197.3814841
57.13356678,0.997168854,-0.007099702,198.0896186
57.17858929,0.997954645,-0.007121984,198.7972987
57.22361181,0.998740436,-0.00714425,199.5045227
57.26863432,0.999526227,-0.0071665,200.2112889
57.31365683,1.000312018,-0.007188735,200.9175958
57.35867934,1.001097809,-0.007210954,201.6234416
57.40370185,1.0018836,-0.007233157,202.3288247
57.44872436,1.002669391,-0.007255344,203.0337435
57.49374687,1.003455182,-0.007277516,203.7381963
57.53876938,1.004240973,-0.007299672,204.4421815
57.5837919,1.005026764,-0.007321811,205.1456974
57.62881441,1.005812555,-0.007343935,205.8487425
57.67383692,1.006598346,-0.007366042,206.551315
57.71885943,1.007384138,-0.007388133,207.2534134
57.76388194,1.008169929,-0.007410208,207.9550359
57.80890445,1.00895572,-0.007432267,208.656181
57.85392696,1.009741511,-0.00745431,209.3568469
57.89894947,1.010527302,-0.007476336,210.0570321
57.94397199,1.011313093,-0.007498345,210.7567349
57.9889945,1.012098884,-0.007520339,211.4559537
58.03401701,1.012884675,-0.007542315,212.1546868
58.07903952,1.013670466,-0.007564275,212.8529325
58.12406203,1.014456257,-0.007586219,213.5506893
58.16908454,1.015242048,-0.007608146,214.2479555
58.21410705,1.016027839,-0.007630056,214.9447294
58.25912956,1.01681363,-0.007651949,215.6410095
58.30415208,1.017599421,-0.007673825,216.336794
58.34917459,1.018385212,-0.007695685,217.0320813
58.3941971,1.019171003,-0.007717527,217.7268699
58.43921961,1.019956794,-0.007739353,218.4211579
58.48424212,1.020742586,-0.007761161,219.1149438
58.52926463,1.021528377,-0.007782952,219.808226
58.57428714,1.022314168,-0.007804727,220.5010028
58.61930965,1.023099959,-0.007826483,221.1932726
58.66433217,1.02388575,-0.007848223,221.8850337
58.70935468,1.024671541,-0.007869945,222.5762845
58.75437719,1.025457332,-0.00789165,223.2670233
58.7993997,1.026243123,-0.007913338,223.9572485
58.84442221,1.027028914,-0.007935008,224.6469584
58.88944472,1.027814705,-0.00795666,225.3361515
58.93446723,1.028600496,-0.007978295,226.024826
58.97948974,1.029386287,-0.007999912,226.7129804
59.02451226,1.030172078,-0.008021512,227.4006129
59.06953477,1.030957869,-0.008043093,228.087722
59.11455728,1.03174366,-0.008064657,228.7743059
59.15957979,1.032529451,-0.008086203,229.4603632
59.2046023,1.033315242,-0.008107731,230.145892
59.24962481,1.034101034,-0.008129241,230.8308908
59.29464732,1.034886825,-0.008150733,231.5153579
59.33966983,1.035672616,-0.008172208,232.1992917
59.38469235,1.036458407,-0.008193663,232.8826905
59.42971486,1.037244198,-0.008215101,233.5655528
59.47473737,1.038029989,-0.008236521,234.2478768
59.51975988,1.03881578,-0.008257922,234.9296609
59.56478239,1.039601571,-0.008279305,235.6109035
59.6098049,1.040387362,-0.008300669,236.2916029
59.65482741,1.041173153,-0.008322015,236.9717574
59.69984992,1.041958944,-0.008343343,237.6513656
59.74487244,1.042744735,-0.008364652,238.3304256
59.78989495,1.043530526,-0.008385942,239.0089358
59.83491746,1.044316317,-0.008407214,239.6868947
59.87993997,1.045102108,-0.008428467,240.3643006
59.92496248,1.045887899,-0.008449701,241.0411518
59.96998499,1.04667369,-0.008470917,241.7174466
60.0150075,1.047459482,-0.008492113,242.3931835
60.06003002,1.048245273,-0.008513291,243.0683608
60.10505253,1.049031064,-0.00853445,243.7429769
60.15007504,1.049816855,-0.00855559,244.4170301
60.19509755,1.050602646,-0.00857671,245.0905187
60.24012006,1.051388437,-0.008597812,245.7634412
60.28514257,1.052174228,-0.008618894,246.4357959
60.33016508,1.052960019,-0.008639957,247.107581
60.37518759,1.05374581,-0.008661001,247.7787951
60.42021011,1.054531601,-0.008682026,248.4494365
60.46523262,1.055317392,-0.008703031,249.1195035
60.51025513,1.056103183,-0.008724017,249.7889944
60.55527764,1.056888974,-0.008744983,250.4579077
60.60030015,1.057674765,-0.00876593,251.1262416
60.64532266,1.058460556,-0.008786857,251.7939946
60.69034517,1.059246347,-0.008807765,252.461165
60.73536768,1.060032138,-0.008828653,253.1277512
60.7803902,1.06081793,-0.008849521,253.7937515
60.82541271,1.061603721,-0.008870369,254.4591642
60.87043522,1.062389512,-0.008891197,255.1239878
60.91545773,1.063175303,-0.008912006,255.7882205
60.96048024,1.063961094,-0.008932795,256.4518609
61.00550275,1.064746885,-0.008953563,257.1149071
61.05052526,1.065532676,-0.008974312,257.7773575
61.09554777,1.066318467,-0.008995041,258.4392106
61.14057029,1.067104258,-0.009015749,259.1004647
61.1855928,1.067890049,-0.009036437,259.761118
61.23061531,1.06867584,-0.009057105,260.4211691
61.27563782,1.069461631,-0.009077753,261.0806162
61.32066033,1.070247422,-0.00909838,261.7394578
61.36568284,1.071033213,-0.009118987,262.397692
61.41070535,1.071819004,-0.009139574,263.0553174
61.45572786,1.072604795,-0.00916014,263.7123323
61.50075038,1.073390586,-0.009180685,264.368735
61.54577289,1.074176378,-0.00920121,265.0245239
61.5907954,1.074962169,-0.009221714,265.6796974
61.63581791,1.07574796,-0.009242198,266.3342537
61.68084042,1.076533751,-0.009262661,266.9881913
61.72586293,1.077319542,-0.009283103,267.6415085
61.77088544,1.078105333,-0.009303524,268.2942037
61.81590795,1.078891124,-0.009323924,268.9462753
61.86093047,1.079676915,-0.009344303,269.5977215
61.90595298,1.080462706,-0.009364662,270.2485407
61.95097549,1.081248497,-0.009384999,270.8987314
61.995998,1.082034288,-0.009405315,271.5482919
62.04102051,1.082820079,-0.00942561,272.1972204
62.08604302,1.08360587,-0.009445884,272.8455154
62.13106553,1.084391661,-0.009466136,273.4931753
62.17608804,1.085177452,-0.009486368,274.1401984
62.22111056,1.085963243,-0.009506577,274.786583
62.26613307,1.086749034,-0.009526766,275.4323275
62.31115558,1.087534826,-0.009546933,276.0774302
62.35617809,1.088320617,-0.009567079,276.7218896
62.4012006,1.089106408,-0.009587203,277.365704
62.44622311,1.089892199,-0.009607305,278.0088717
62.49124562,1.09067799,-0.009627386,278.6513911
62.53626813,1.091463781,-0.009647445,279.2932605
62.58129065,1.092249572,-0.009667483,279.9344784
62.62631316,1.093035363,-0.009687498,280.575043
62.67133567,1.093821154,-0.009707492,281.2149527
62.71635818,1.094606945,-0.009727464,281.854206
62.76138069,1.095392736,-0.009747414,282.492801
62.8064032,1.096178527,-0.009767342,283.1307363
62.85142571,1.096964318,-0.009787248,283.7680101
62.89644822,1.097750109,-0.009807131,284.4046208
62.94147074,1.0985359,-0.009826993,285.0405667
62.98649325,1.099321691,-0.009846833,285.6758463
63.03151576,1.100107482,-0.00986665,286.3104579
63.07653827,1.100893274,-0.009886445,286.9443998
63.12156078,1.101679065,-0.009906218,287.5776704
63.16658329,1.102464856,-0.009925968,288.210268
63.2116058,1.103250647,-0.009945696,288.8421911
63.25662831,1.104036438,-0.009965402,289.4734379
63.30165083,1.104822229,-0.009985085,290.1040069
63.34667334,1.10560802,-0.010004745,290.7338963
63.39169585,1.106393811,-0.010024383,291.3631046
63.43671836,1.107179602,-0.010043998,291.99163
63.48174087,1.107965393,-0.01006359,292.619471
63.52676338,1.108751184,-0.01008316,293.246626
63.57178589,1.109536975,-0.010102707,293.8730932
63.6168084,1.110322766,-0.010122231,294.498871
63.66183092,1.111108557,-0.010141732,295.1239578
63.70685343,1.111894348,-0.01016121,295.7483519
63.75187594,1.112680139,-0.010180665,296.3720517
63.79689845,1.11346593,-0.010200097,296.9950556
63.84192096,1.114251722,-0.010219506,297.6173619
63.88694347,1.115037513,-0.010238892,298.238969
63.93196598,1.115823304,-0.010258255,298.8598752
63.97698849,1.116609095,-0.010277594,299.4800788
64.02201101,1.117394886,-0.01029691,300.0995783
64.06703352,1.118180677,-0.010316203,300.7183721
64.11205603,1.118966468,-0.010335473,301.3364583
64.15707854,1.119752259,-0.010354719,301.9538355
64.20210105,1.12053805,-0.010373941,302.5705019
64.24712356,1.121323841,-0.01039314,303.186456
64.29214607,1.122109632,-0.010412316,303.8016961
64.33716858,1.122895423,-0.010431468,304.4162204
64.3821911,1.123681214,-0.010450596,305.0300275
64.42721361,1.124467005,-0.010469701,305.6431157
64.47223612,1.125252796,-0.010488782,306.2554832
64.51725863,1.126038587,-0.010507839,306.8671286
64.56228114,1.126824379,-0.010526872,307.47805
64.60730365,1.12761017,-0.010545881,308.088246
64.65232616,1.128395961,-0.010564866,308.6977148
64.69734867,1.129181752,-0.010583828,309.3064547
64.74237119,1.129967543,-0.010602765,309.9144643
64.7873937,1.130753334,-0.010621678,310.5217417
64.83241621,1.131539125,-0.010640567,311.1282854
64.87743872,1.132324916,-0.010659432,311.7340938
64.92246123,1.133110707,-0.010678273,312.3391651
64.96748374,1.133896498,-0.01069709,312.9434978
65.01250625,1.134682289,-0.010715882,313.5470902
65.05752876,1.13546808,-0.01073465,314.1499406
65.10255128,1.136253871,-0.010753393,314.7520475
65.14757379,1.137039662,-0.010772112,315.3534091
65.1925963,1.137825453,-0.010790806,315.9540239
65.23761881,1.138611244,-0.010809476,316.5538901
65.28264132,1.139397035,-0.010828122,317.1530062
65.32766383,1.140182827,-0.010846743,317.7513705
65.37268634,1.140968618,-0.010865339,318.3489813
65.41770885,1.141754409,-0.01088391,318.9458371
65.46273137,1.1425402,-0.010902457,319.5419361
65.50775388,1.143325991,-0.010920978,320.1372768
65.55277639,1.144111782,-0.010939475,320.7318574
65.5977989,1.144897573,-0.010957948,321.3256764
65.64282141,1.145683364,-0.010976395,321.9187321
65.68784392,1.146469155,-0.010994817,322.5110229
65.73286643,1.147254946,-0.011013214,323.102547
65.77788894,1.148040737,-0.011031586,323.693303
65.82291146,1.148826528,-0.011049933,324.2832891
65.86793397,1.149612319,-0.011068254,324.8725036
65.91295648,1.15039811,-0.011086551,325.460945
65.95797899,1.151183901,-0.011104822,326.0486116
66.0030015,1.151969692,-0.011123068,326.6355018
66.04802401,1.152755483,-0.011141289,327.2216139
66.09304652,1.153541275,-0.011159484,327.8069463
66.13806903,1.154327066,-0.011177654,328.3914973
66.18309155,1.155112857,-0.011195798,328.9752653
66.22811406,1.155898648,-0.011213917,329.5582486
66.27313657,1.156684439,-0.01123201,330.1404457
66.31815908,1.15747023,-0.011250078,330.7218548
66.36318159,1.158256021,-0.01126812,331.3024743
66.4082041,1.159041812,-0.011286136,331.8823026
66.45322661,1.159827603,-0.011304126,332.461338
66.49824912,1.160613394,-0.011322091,333.0395789
66.54327164,1.161399185,-0.01134003,333.6170237
66.58829415,1.162184976,-0.011357943,334.1936707
66.63331666,1.162970767,-0.01137583,334.7695182
66.67833917,1.163756558,-0.011393691,335.3445647
66.72336168,1.164542349,-0.011411526,335.9188084
66.76838419,1.16532814,-0.011429335,336.4922478
66.8134067,1.166113931,-0.011447118,337.0648811
66.85842921,1.166899723,-0.011464875,337.6367068
66.90345173,1.167685514,-0.011482606,338.2077232
66.94847424,1.168471305,-0.01150031,338.7779287
66.99349675,1.169257096,-0.011517988,339.3473216
67.03851926,1.170042887,-0.01153564,339.9159003
67.08354177,1.170828678,-0.011553266,340.4836631
67.12856428,1.171614469,-0.011570865,341.0506084
67.17358679,1.17240026,-0.011588437,341.6167346
67.2186093,1.173186051,-0.011605984,342.1820399
67.26363182,1.173971842,-0.011623503,342.7465229
67.30865433,1.174757633,-0.011640996,343.3101817
67.35367684,1.175543424,-0.011658463,343.8730148
67.39869935,1.176329215,-0.011675903,344.4350206
67.44372186,1.177115006,-0.011693316,344.9961973
67.48874437,1.177900797,-0.011710702,345.5565435
67.53376688,1.178686588,-0.011728062,346.1160573
67.57878939,1.179472379,-0.011745394,346.6747372
67.62381191,1.180258171,-0.0117627,347.2325815
67.66883442,1.181043962,-0.011779979,347.7895885
67.71385693,1.181829753,-0.011797231,348.3457568
67.75887944,1.182615544,-0.011814456,348.9010845
67.80390195,1.183401335,-0.011831654,349.45557
67.84892446,1.184187126,-0.011848825,350.0092118
67.89394697,1.184972917,-0.011865969,350.5620082
67.93896948,1.185758708,-0.011883086,351.1139574
67.983992,1.186544499,-0.011900175,351.665058
68.02901451,1.18733029,-0.011917237,352.2153082
68.07403702,1.188116081,-0.011934272,352.7647063
68.11905953,1.188901872,-0.01195128,353.3132509
68.16408204,1.189687663,-0.01196826,353.8609401
68.20910455,1.190473454,-0.011985213,354.4077724
68.25412706,1.191259245,-0.012002138,354.9537462
68.29914957,1.192045036,-0.012019036,355.4988597
68.34417209,1.192830827,-0.012035907,356.0431114
68.3891946,1.193616619,-0.012052749,356.5864995
68.43421711,1.19440241,-0.012069565,357.1290225
68.47923962,1.195188201,-0.012086352,357.6706787
68.52426213,1.195973992,-0.012103112,358.2114665
68.56928464,1.196759783,-0.012119844,358.7513842
68.61430715,1.197545574,-0.012136548,359.2904302
68.65932966,1.198331365,-0.012153225,359.8286029
68.70435218,1.199117156,-0.012169873,360.3659005
68.74937469,1.199902947,-0.012186494,360.9023215
68.7943972,1.200688738,-0.012203087,361.4378642
68.83941971,1.201474529,-0.012219651,361.972527
68.88444222,1.20226032,-0.012236188,362.5063082
68.92946473,1.203046111,-0.012252697,363.0392062
68.97448724,1.203831902,-0.012269177,363.5712193
69.01950975,1.204617693,-0.01228563,364.1023459
69.06453227,1.205403484,-0.012302054,364.6325844
69.10955478,1.206189275,-0.01231845,365.1619331
69.15457729,1.206975067,-0.012334818,365.6903904
69.1995998,1.207760858,-0.012351157,366.2179545
69.24462231,1.208546649,-0.012367468,366.744624
69.28964482,1.20933244,-0.012383751,367.2703971
69.33466733,1.210118231,-0.012400005,367.7952723
69.37968984,1.210904022,-0.012416231,368.3192477
69.42471236,1.211689813,-0.012432428,368.8423219
69.46973487,1.212475604,-0.012448597,369.3644932
69.51475738,1.213261395,-0.012464737,369.8857599
69.55977989,1.214047186,-0.012480849,370.4061204
69.6048024,1.214832977,-0.012496932,370.925573
69.64982491,1.215618768,-0.012512986,371.4441161
69.69484742,1.216404559,-0.012529012,371.9617481
69.73986993,1.21719035,-0.012545008,372.4784673
69.78489245,1.217976141,-0.012560976,372.994272
69.82991496,1.218761932,-0.012576915,373.5091607
69.87493747,1.219547723,-0.012592825,374.0231317
69.91995998,1.220333515,-0.012608706,374.5361833
